ENS_MOUSE	GC	LENGTH
ENSMUSG00000027206	38.29	8043
ENSMUSG00000003680	48.91	16802
ENSMUSG00000062087	48.68	566
ENSMUSG00000048155	48.9	1048
ENSMUSG00000036890	38.02	15785
ENSMUSG00000032381	44.41	1235
ENSMUSG00000072955	41.73	812
ENSMUSG00000089996	41.53	687
ENSMUSG00000089768	41.29	436
ENSMUSG00000022883	39.73	7534
ENSMUSG00000026273	47.37	8114
ENSMUSG00000000916	51.36	7232
ENSMUSG00000052298	42.31	5548
ENSMUSG00000079261	49.23	1356
ENSMUSG00000044348	42.51	23680
ENSMUSG00000020268	45.82	6499
ENSMUSG00000038298	47.3	11347
ENSMUSG00000001134	42.12	3654
ENSMUSG00000037270	37.08	79608
ENSMUSG00000032380	47.04	4900
ENSMUSG00000033501	45.99	705
ENSMUSG00000017404	49.91	1833
ENSMUSG00000004462	43.23	2694
ENSMUSG00000026274	46.24	15869
ENSMUSG00000055194	43.33	2736
ENSMUSG00000071662	45.07	860
ENSMUSG00000018554	56.88	5394
ENSMUSG00000071661	54.19	2035
ENSMUSG00000017400	52.95	3582
ENSMUSG00000071660	42.05	6875
ENSMUSG00000074811	59.76	2695
ENSMUSG00000032745	37.64	10482
ENSMUSG00000031428	46.35	9027
ENSMUSG00000004460	44.76	7175
ENSMUSG00000026275	45.81	10933
ENSMUSG00000024130	48.58	32030
ENSMUSG00000053293	50.47	11095
ENSMUSG00000020267	47.58	1211
ENSMUSG00000020883	44.52	15326
ENSMUSG00000071659	44.64	5712
ENSMUSG00000025223	54.53	11893
ENSMUSG00000020250	46.42	3402
ENSMUSG00000022868	48.07	1467
ENSMUSG00000034107	50.37	3193
ENSMUSG00000018339	53.8	3099
ENSMUSG00000060429	41.36	4277
ENSMUSG00000071658	51.98	1696
ENSMUSG00000021835	53.05	4205
ENSMUSG00000042595	38.12	8293
ENSMUSG00000037628	42.61	765
ENSMUSG00000022367	40.66	4233
ENSMUSG00000054737	39.33	11909
ENSMUSG00000021335	41.15	5010
ENSMUSG00000015759	43.66	2786
ENSMUSG00000071657	49.53	17194
ENSMUSG00000022366	39.12	4946
ENSMUSG00000041477	44.9	12768
ENSMUSG00000034088	43.5	10605
ENSMUSG00000023443	49.71	3836
ENSMUSG00000026872	40.96	49053
ENSMUSG00000062014	41.94	4898
ENSMUSG00000090489	54.52	806
ENSMUSG00000044770	45.71	17799
ENSMUSG00000059203	37.35	8141
ENSMUSG00000022871	44.43	4588
ENSMUSG00000038664	38	34400
ENSMUSG00000052516	36.6	31309
ENSMUSG00000028096	44.59	10913
ENSMUSG00000071757	47.54	4581
ENSMUSG00000022365	43.33	3137
ENSMUSG00000027207	41.78	12027
ENSMUSG00000071686	49.22	1315
ENSMUSG00000071151	62.86	656
ENSMUSG00000034612	49	5524
ENSMUSG00000026955	55.51	9464
ENSMUSG00000034591	44.47	6788
ENSMUSG00000022364	44.17	17800
ENSMUSG00000067122	40.28	71
ENSMUSG00000015085	55.36	4195
ENSMUSG00000041460	48.73	5765
ENSMUSG00000018566	53.77	10672
ENSMUSG00000039959	48.77	7819
ENSMUSG00000032727	43.92	15447
ENSMUSG00000055128	43.15	5052
ENSMUSG00000021336	42.83	5097
ENSMUSG00000070464	45.8	279
ENSMUSG00000037167	43.69	636
ENSMUSG00000004814	50.66	1286
ENSMUSG00000038248	44.51	4972
ENSMUSG00000073686	57.89	3111
ENSMUSG00000026276	38.52	16876
ENSMUSG00000049908	46.51	1641
ENSMUSG00000031079	36.39	5948
ENSMUSG00000029047	54.06	6014
ENSMUSG00000057123	46.85	3509
ENSMUSG00000020400	50.44	21372
ENSMUSG00000039917	49	14702
ENSMUSG00000020255	47.52	3505
ENSMUSG00000045008	52.07	1858
ENSMUSG00000018160	42.58	19406
ENSMUSG00000038240	42.98	11015
ENSMUSG00000021838	45.94	23874
ENSMUSG00000020256	45.88	16615
ENSMUSG00000050799	58.61	388
ENSMUSG00000055491	49.08	21650
ENSMUSG00000052155	37.25	6921
ENSMUSG00000022877	43.65	1727
ENSMUSG00000055003	53.27	11318
ENSMUSG00000015094	54.34	13153
ENSMUSG00000062814	40.7	847
ENSMUSG00000095316	41.73	279
ENSMUSG00000028093	47.4	7482
ENSMUSG00000068122	37.65	3591
ENSMUSG00000060459	42.3	6909
ENSMUSG00000052854	36.19	24749
ENSMUSG00000005514	49.75	9954
ENSMUSG00000027209	40.36	7118
ENSMUSG00000034066	43.39	10596
ENSMUSG00000018569	58.48	4101
ENSMUSG00000071656	48.13	2581
ENSMUSG00000060081	60.77	389
ENSMUSG00000021754	46.56	9194
ENSMUSG00000071655	50.23	2054
ENSMUSG00000029048	47.1	3754
ENSMUSG00000030168	43.89	7436
ENSMUSG00000071654	53.49	827
ENSMUSG00000031089	34.95	3420
ENSMUSG00000051225	49.23	4585
ENSMUSG00000096740	44.43	531
ENSMUSG00000071653	46.63	611
ENSMUSG00000050503	51.54	3933
ENSMUSG00000032948	36.28	2066
ENSMUSG00000022362	42.61	3027
ENSMUSG00000021337	43.16	1660
ENSMUSG00000034681	47	1970
ENSMUSG00000026277	49.02	6976
ENSMUSG00000024132	48.55	1084
ENSMUSG00000032940	39.75	6833
ENSMUSG00000031271	37.47	4590
ENSMUSG00000022875	43.12	7207
ENSMUSG00000026278	53.54	1427
ENSMUSG00000038214	48.39	11426
ENSMUSG00000045886	55.81	515
ENSMUSG00000026761	36.11	14239
ENSMUSG00000030170	48.21	8979
ENSMUSG00000019797	48.52	2496
ENSMUSG00000071652	52.77	3292
ENSMUSG00000026279	45.93	2154
ENSMUSG00000027208	40	5803
ENSMUSG00000022361	40.36	18957
ENSMUSG00000036782	36.4	17110
ENSMUSG00000032376	39.91	19620
ENSMUSG00000071650	45.78	3837
ENSMUSG00000029049	51.67	9147
ENSMUSG00000026280	46.46	7665
ENSMUSG00000024136	54.61	7191
ENSMUSG00000023330	39.74	2609
ENSMUSG00000030019	53.31	4218
ENSMUSG00000018565	47.57	8040
ENSMUSG00000026281	45.07	3763
ENSMUSG00000038256	48.36	15078
ENSMUSG00000003119	39.95	22534
ENSMUSG00000039886	52.36	3176
ENSMUSG00000026283	48.17	4531
ENSMUSG00000015176	48.92	3621
ENSMUSG00000034560	40.18	5821
ENSMUSG00000031270	38.59	800
ENSMUSG00000042525	42.59	1024
ENSMUSG00000021338	44.08	22035
ENSMUSG00000032932	40.52	9240
ENSMUSG00000022884	41.88	25292
ENSMUSG00000022360	40.15	5655
ENSMUSG00000038754	49.55	1877
ENSMUSG00000073609	46.67	8144
ENSMUSG00000032373	46.67	10290
ENSMUSG00000022876	38.37	7424
ENSMUSG00000049985	44.2	6075
ENSMUSG00000047139	46.72	1811
ENSMUSG00000094651	48.12	2842
ENSMUSG00000075184	43.84	1832
ENSMUSG00000051392	50.26	962
ENSMUSG00000025229	51.54	2164
ENSMUSG00000019863	44.11	5168
ENSMUSG00000093805	47.59	2368
ENSMUSG00000028089	46.54	2985
ENSMUSG00000042515	38.94	16742
ENSMUSG00000030172	40.2	52906
ENSMUSG00000019864	44.83	5025
ENSMUSG00000073608	47.33	4053
ENSMUSG00000034000	50.52	4499
ENSMUSG00000022359	45.1	1316
ENSMUSG00000036587	56.82	7035
ENSMUSG00000022358	45.35	6927
ENSMUSG00000026285	49.18	1923
ENSMUSG00000018340	48.81	4539
ENSMUSG00000019178	48.75	10206
ENSMUSG00000051185	37.72	2104
ENSMUSG00000022357	45.24	2208
ENSMUSG00000029050	50.9	15330
ENSMUSG00000055114	45.52	905
ENSMUSG00000040710	35.35	5406
ENSMUSG00000025224	42.52	24343
ENSMUSG00000038255	60.63	3140
ENSMUSG00000051257	46.82	1175
ENSMUSG00000019179	50.16	3799
ENSMUSG00000019866	45.65	7396
ENSMUSG00000021756	43.3	28149
ENSMUSG00000040693	38.26	2381
ENSMUSG00000037119	40.84	5597
ENSMUSG00000071649	48.03	1596
ENSMUSG00000071648	54.53	1523
ENSMUSG00000032375	40.58	10676
ENSMUSG00000045463	38.03	2401
ENSMUSG00000061718	55.52	7139
ENSMUSG00000071647	51.43	3139
ENSMUSG00000026944	57.99	11813
ENSMUSG00000044757	50.4	1247
ENSMUSG00000020263	48.28	14848
ENSMUSG00000036769	36.91	14180
ENSMUSG00000071646	50.21	6777
ENSMUSG00000026331	36.17	2780
ENSMUSG00000039860	49.83	9945
ENSMUSG00000042498	38.28	7807
ENSMUSG00000049588	46.36	2409
ENSMUSG00000018559	48.76	4162
ENSMUSG00000074232	42.58	2035
ENSMUSG00000044768	44.08	6918
ENSMUSG00000071645	46.35	2738
ENSMUSG00000038160	42.38	2344
ENSMUSG00000053040	42.43	5908
ENSMUSG00000018167	52.84	8364
ENSMUSG00000028088	42.7	11656
ENSMUSG00000071644	46.09	5840
ENSMUSG00000073684	50.65	8058
ENSMUSG00000036943	42.52	4735
ENSMUSG00000000594	48.96	4123
ENSMUSG00000050377	42.85	3648
ENSMUSG00000037106	44.28	9154
ENSMUSG00000036781	39.73	2678
ENSMUSG00000038151	43.07	10117
ENSMUSG00000022881	40.38	4198
ENSMUSG00000038205	45.74	15890
ENSMUSG00000019849	46.29	2714
ENSMUSG00000004951	59.64	1828
ENSMUSG00000031438	38.91	6191
ENSMUSG00000049491	45.92	4476
ENSMUSG00000051391	47.89	6851
ENSMUSG00000062373	40.16	3740
ENSMUSG00000020264	47.22	4184
ENSMUSG00000032370	42.58	2025
ENSMUSG00000042473	37.05	5825
ENSMUSG00000029053	49.61	11434
ENSMUSG00000040648	37.52	17500
ENSMUSG00000036792	37.51	30170
ENSMUSG00000061490	51.23	403
ENSMUSG00000037085	46.29	4132
ENSMUSG00000007877	60.37	946
ENSMUSG00000037075	40.72	4346
ENSMUSG00000069833	46.65	19134
ENSMUSG00000050891	40.83	1354
ENSMUSG00000022878	45.47	1825
ENSMUSG00000038216	59.82	1394
ENSMUSG00000021758	39.17	2827
ENSMUSG00000024653	46.33	473
ENSMUSG00000022354	47.25	647
ENSMUSG00000045231	46.98	4126
ENSMUSG00000090441	41.89	34
ENSMUSG00000024654	42.67	4505
ENSMUSG00000016756	42.34	24199
ENSMUSG00000038208	54.77	7212
ENSMUSG00000026333	40.42	7917
ENSMUSG00000022885	45.6	12405
ENSMUSG00000067608	44.07	1256
ENSMUSG00000096818	35.12	244
ENSMUSG00000019848	42.07	3995
ENSMUSG00000022353	48.52	4950
ENSMUSG00000098559	47.19	1600
ENSMUSG00000072945	51.62	807
ENSMUSG00000020261	49.19	9896
ENSMUSG00000027719	38.12	6758
ENSMUSG00000047230	46.05	4083
ENSMUSG00000071640	45.89	1005
ENSMUSG00000096872	41.86	288
ENSMUSG00000071317	44.61	1599
ENSMUSG00000063804	38.04	5397
ENSMUSG00000024660	47.8	3199
ENSMUSG00000033383	48.32	3118
ENSMUSG00000038170	44.36	34003
ENSMUSG00000022887	45.17	2736
ENSMUSG00000038822	39.13	18582
ENSMUSG00000026335	39.59	20238
ENSMUSG00000031434	39.88	18601
ENSMUSG00000027720	38.44	1140
ENSMUSG00000087651	45.94	1187
ENSMUSG00000020032	47.97	6025
ENSMUSG00000047789	42.19	8889
ENSMUSG00000055333	47.74	28904
ENSMUSG00000062312	53.64	9776
ENSMUSG00000046841	51.98	5516
ENSMUSG00000033355	46.49	1571
ENSMUSG00000020034	44.99	4878
ENSMUSG00000004366	51.34	597
ENSMUSG00000047531	49.5	2419
ENSMUSG00000026336	37.19	7422
ENSMUSG00000022508	48.2	7445
ENSMUSG00000021759	43.59	2683
ENSMUSG00000036006	45.16	31582
ENSMUSG00000024661	49.83	862
ENSMUSG00000037418	48.92	2367
ENSMUSG00000069495	37.69	5429
ENSMUSG00000022351	44.31	11094
ENSMUSG00000018593	49.4	7574
ENSMUSG00000067028	38.21	5096
ENSMUSG00000029054	50.72	5034
ENSMUSG00000022350	45.53	4003
ENSMUSG00000016018	39.85	3282
ENSMUSG00000050840	39.42	4000
ENSMUSG00000027718	41.72	3592
ENSMUSG00000024663	50.01	12028
ENSMUSG00000059586	42.85	3859
ENSMUSG00000034453	44.2	4801
ENSMUSG00000047496	43.25	8526
ENSMUSG00000045031	43.39	6490
ENSMUSG00000032501	52.63	6857
ENSMUSG00000042426	43.79	4378
ENSMUSG00000002580	54.21	743
ENSMUSG00000032366	47.5	30020
ENSMUSG00000056536	38.54	6499
ENSMUSG00000033306	41.55	45908
ENSMUSG00000071749	52.42	1752
ENSMUSG00000042233	47.75	10568
ENSMUSG00000018585	48.63	861
ENSMUSG00000019312	55.75	9256
ENSMUSG00000018583	44.98	7280
ENSMUSG00000047617	56.38	10162
ENSMUSG00000020037	46.3	11986
ENSMUSG00000072568	48.96	5561
ENSMUSG00000022347	49.84	1816
ENSMUSG00000024664	50.86	3257
ENSMUSG00000037225	44.06	3933
ENSMUSG00000048399	40.94	2262
ENSMUSG00000026319	36.23	5377
ENSMUSG00000031433	38.82	16205
ENSMUSG00000026764	45.46	9541
ENSMUSG00000026321	44.95	5012
ENSMUSG00000056073	35.58	24652
ENSMUSG00000022346	52.97	9809
ENSMUSG00000042417	56.06	1873
ENSMUSG00000029699	50.76	8765
ENSMUSG00000074651	50.47	2347
ENSMUSG00000022510	39.57	23906
ENSMUSG00000079025	41.65	3028
ENSMUSG00000051444	39.29	4777
ENSMUSG00000078926	42.74	2208
ENSMUSG00000018168	44.15	9781
ENSMUSG00000074650	44.99	2942
ENSMUSG00000004948	49.3	2044
ENSMUSG00000038866	44.08	12731
ENSMUSG00000021760	41.06	1013
ENSMUSG00000078490	49.66	10325
ENSMUSG00000023132	43.9	873
ENSMUSG00000024665	48.42	1496
ENSMUSG00000017195	42.16	7411
ENSMUSG00000000263	45.7	6198
ENSMUSG00000044340	40.71	8900
ENSMUSG00000010663	51.43	3444
ENSMUSG00000057329	42.96	7189
ENSMUSG00000072944	38.23	4243
ENSMUSG00000009905	44.85	5572
ENSMUSG00000024742	49.11	8957
ENSMUSG00000004947	50.66	19031
ENSMUSG00000093867	45.2	1018
ENSMUSG00000037393	43.71	3298
ENSMUSG00000056293	43.73	1970
ENSMUSG00000036372	47.78	2937
ENSMUSG00000062543	51.82	1128
ENSMUSG00000009907	39.62	11009
ENSMUSG00000042985	52.78	2340
ENSMUSG00000055827	44.09	1432
ENSMUSG00000055748	43.3	1977
ENSMUSG00000042433	37.93	1502
ENSMUSG00000020524	44.69	17069
ENSMUSG00000022378	42.46	5541
ENSMUSG00000006143	50.35	5166
ENSMUSG00000067006	40.6	7754
ENSMUSG00000038150	55.34	2180
ENSMUSG00000036098	54.46	5570
ENSMUSG00000059956	39.12	4555
ENSMUSG00000048775	39.34	2838
ENSMUSG00000035735	54.15	11870
ENSMUSG00000044594	36.22	3250
ENSMUSG00000004952	52.04	24408
ENSMUSG00000058017	35.59	1157
ENSMUSG00000020523	44.27	5705
ENSMUSG00000073602	39.01	3269
ENSMUSG00000038168	40.38	4582
ENSMUSG00000073601	36.41	1651
ENSMUSG00000022512	40.12	3243
ENSMUSG00000026327	40.53	2076
ENSMUSG00000024743	53.19	6954
ENSMUSG00000067001	37.62	4115
ENSMUSG00000038148	38.81	2112
ENSMUSG00000020522	43.41	11540
ENSMUSG00000091972	39.25	1533
ENSMUSG00000062345	37.06	5043
ENSMUSG00000092572	37.92	7952
ENSMUSG00000022514	39.51	19740
ENSMUSG00000052698	45.34	20068
ENSMUSG00000026315	41.29	4732
ENSMUSG00000090291	61.96	2076
ENSMUSG00000035179	52.49	1444
ENSMUSG00000020520	50.05	6445
ENSMUSG00000039771	51.1	2010
ENSMUSG00000022377	44.81	39649
ENSMUSG00000024668	42.92	3092
ENSMUSG00000034820	42.2	3594
ENSMUSG00000026312	35.05	24469
ENSMUSG00000024667	42.46	5177
ENSMUSG00000029703	53.11	14529
ENSMUSG00000068428	38.02	4078
ENSMUSG00000052276	37.28	1418
ENSMUSG00000024666	46.03	1585
ENSMUSG00000056423	37.83	830
ENSMUSG00000055125	55.35	1495
ENSMUSG00000020519	52.25	1147
ENSMUSG00000047216	34.79	3042
ENSMUSG00000034445	46.51	1467
ENSMUSG00000091956	66.18	1324
ENSMUSG00000042425	42.31	3907
ENSMUSG00000047990	62.65	1350
ENSMUSG00000034371	50.02	2236
ENSMUSG00000031432	40.89	2419
ENSMUSG00000038702	40.08	5752
ENSMUSG00000078134	42.79	1310
ENSMUSG00000064224	45.53	3043
ENSMUSG00000038127	39.92	11329
ENSMUSG00000017211	46.94	6105
ENSMUSG00000070695	38.77	9518
ENSMUSG00000037335	54.18	4057
ENSMUSG00000031431	43.57	9770
ENSMUSG00000035284	41.22	11438
ENSMUSG00000094429	37	1256
ENSMUSG00000024740	44.14	4128
ENSMUSG00000017204	48.65	2714
ENSMUSG00000026374	41.05	3034
ENSMUSG00000026377	46.09	3078
ENSMUSG00000000266	40.18	17505
ENSMUSG00000037331	46.37	13937
ENSMUSG00000020515	46.18	5095
ENSMUSG00000017221	50.86	9272
ENSMUSG00000039754	53.33	5710
ENSMUSG00000042386	48.23	3402
ENSMUSG00000043789	49.26	3520
ENSMUSG00000039747	50.42	3843
ENSMUSG00000031430	39.02	3937
ENSMUSG00000039737	47.39	5449
ENSMUSG00000038067	56.57	1408
ENSMUSG00000005057	52.76	2839
ENSMUSG00000037275	45.71	12395
ENSMUSG00000017210	51.32	20667
ENSMUSG00000022523	38.88	3060
ENSMUSG00000024738	51.9	1407
ENSMUSG00000051065	46.97	3078
ENSMUSG00000031429	39.55	2810
ENSMUSG00000022525	41.83	4645
ENSMUSG00000064302	44.51	8015
ENSMUSG00000048832	49.76	2410
ENSMUSG00000024669	50.19	2058
ENSMUSG00000022376	40.67	5014
ENSMUSG00000079418	43.19	3218
ENSMUSG00000094296	40.79	258
ENSMUSG00000079024	38.44	112
ENSMUSG00000073596	34.62	77
ENSMUSG00000026380	46.37	9254
ENSMUSG00000048939	41.4	13590
ENSMUSG00000015002	38.98	18982
ENSMUSG00000067577	46.61	2111
ENSMUSG00000024670	48.19	9587
ENSMUSG00000048402	49.6	10943
ENSMUSG00000031273	39.68	10519
ENSMUSG00000020514	45.77	1714
ENSMUSG00000037035	58.15	4253
ENSMUSG00000078853	46.67	5610
ENSMUSG00000004451	48.16	5448
ENSMUSG00000098923	49.26	3502
ENSMUSG00000058756	53.2	9582
ENSMUSG00000020889	54.36	3492
ENSMUSG00000052915	48.22	11893
ENSMUSG00000029705	46.27	59063
ENSMUSG00000038094	41.96	23646
ENSMUSG00000026383	40.6	9319
ENSMUSG00000015001	44.12	6688
ENSMUSG00000069874	47.03	6925
ENSMUSG00000069873	48.05	2055
ENSMUSG00000024737	49.92	7970
ENSMUSG00000078676	44.7	8640
ENSMUSG00000037243	52.53	3723
ENSMUSG00000032238	44.77	16674
ENSMUSG00000024736	54.57	7531
ENSMUSG00000026384	37.17	12466
ENSMUSG00000049755	46.74	10389
ENSMUSG00000053218	46.7	2618
ENSMUSG00000031274	36.99	16924
ENSMUSG00000013646	48.6	12979
ENSMUSG00000036975	46.59	3339
ENSMUSG00000034659	48.94	6558
ENSMUSG00000032235	38.63	14603
ENSMUSG00000013643	47.01	2299
ENSMUSG00000062874	53.86	803
ENSMUSG00000038020	51.94	8147
ENSMUSG00000036962	45.47	5965
ENSMUSG00000024735	47.73	17982
ENSMUSG00000072511	40.57	2245
ENSMUSG00000032231	47.34	6744
ENSMUSG00000038013	47.21	9888
ENSMUSG00000026387	48.04	1904
ENSMUSG00000050777	53.61	1309
ENSMUSG00000046548	43.95	1626
ENSMUSG00000056258	42.4	15030
ENSMUSG00000005474	52.59	816
ENSMUSG00000026385	48.88	3531
ENSMUSG00000017499	47.81	12630
ENSMUSG00000026388	45.75	3315
ENSMUSG00000022375	40.42	2072
ENSMUSG00000004415	49.72	11778
ENSMUSG00000036944	38.68	2921
ENSMUSG00000072501	36.53	6649
ENSMUSG00000059246	54.91	2982
ENSMUSG00000037992	55.57	15213
ENSMUSG00000026389	48.2	14975
ENSMUSG00000036907	61.97	1995
ENSMUSG00000011958	41.21	9728
ENSMUSG00000026390	46.95	1968
ENSMUSG00000058665	53.31	3926
ENSMUSG00000053469	44.98	22433
ENSMUSG00000033543	39.73	12160
ENSMUSG00000003721	42.61	10240
ENSMUSG00000007987	49.64	906
ENSMUSG00000047197	70.25	836
ENSMUSG00000019054	49.74	4364
ENSMUSG00000020914	41.38	11814
ENSMUSG00000026339	47.89	15818
ENSMUSG00000032226	44.76	4298
ENSMUSG00000054667	42.43	6292
ENSMUSG00000081607	52.65	1340
ENSMUSG00000032224	45.72	4340
ENSMUSG00000042282	39.87	8102
ENSMUSG00000050534	45.04	1933
ENSMUSG00000001739	51.6	4358
ENSMUSG00000017493	51.97	7077
ENSMUSG00000017607	51.39	6846
ENSMUSG00000001674	46.3	3818
ENSMUSG00000042271	39.08	10417
ENSMUSG00000059518	53.38	4799
ENSMUSG00000037944	52.37	1975
ENSMUSG00000037935	42.47	8314
ENSMUSG00000090122	57.81	1542
ENSMUSG00000032220	45.75	4916
ENSMUSG00000036815	37.79	9793
ENSMUSG00000004846	56.15	10793
ENSMUSG00000031278	38.88	15852
ENSMUSG00000026341	39.31	2983
ENSMUSG00000026342	41.38	2581
ENSMUSG00000032218	46.63	1532
ENSMUSG00000026343	44.23	3815
ENSMUSG00000035849	40.9	5855
ENSMUSG00000026344	44.68	10642
ENSMUSG00000022372	44.94	14669
ENSMUSG00000032217	39.79	9585
ENSMUSG00000020913	48.32	1839
ENSMUSG00000035831	44.61	1981
ENSMUSG00000037428	62.71	2551
ENSMUSG00000075570	43.19	6123
ENSMUSG00000005124	46.87	8459
ENSMUSG00000004849	51.29	3852
ENSMUSG00000017588	46.79	1542
ENSMUSG00000032212	40.01	3625
ENSMUSG00000005125	48.95	13181
ENSMUSG00000037411	50.17	5702
ENSMUSG00000049690	42.34	33138
ENSMUSG00000042444	39.96	8072
ENSMUSG00000055937	45.99	1616
ENSMUSG00000019761	46.97	2086
ENSMUSG00000020912	45.75	1844
ENSMUSG00000043279	50.84	10140
ENSMUSG00000035775	44.88	1919
ENSMUSG00000006777	45.48	1557
ENSMUSG00000036155	46.02	6286
ENSMUSG00000037390	47.84	4044
ENSMUSG00000074213	64.1	1609
ENSMUSG00000047045	43.37	26718
ENSMUSG00000026347	45.25	5872
ENSMUSG00000026348	42.41	2293
ENSMUSG00000064165	43.54	3067
ENSMUSG00000054693	38.34	8723
ENSMUSG00000079174	47.45	193
ENSMUSG00000059169	46.35	1313
ENSMUSG00000069722	51.91	731
ENSMUSG00000094840	53.72	1874
ENSMUSG00000013846	50.9	4979
ENSMUSG00000069721	44.81	1030
ENSMUSG00000078132	56.33	299
ENSMUSG00000047564	53.64	603
ENSMUSG00000026349	40.06	25868
ENSMUSG00000023328	57.05	9605
ENSMUSG00000022335	45.37	17021
ENSMUSG00000051590	44.18	3926
ENSMUSG00000032207	46.47	1910
ENSMUSG00000047253	48.08	1039
ENSMUSG00000075567	63.58	592
ENSMUSG00000078131	52.79	878
ENSMUSG00000049809	51.78	758
ENSMUSG00000057674	58.07	662
ENSMUSG00000058725	66.92	395
ENSMUSG00000060756	54.11	827
ENSMUSG00000036104	40.57	8818
ENSMUSG00000062278	56.67	816
ENSMUSG00000042225	37.87	5431
ENSMUSG00000032204	45.35	12438
ENSMUSG00000063251	53.12	1010
ENSMUSG00000044649	51.8	970
ENSMUSG00000045109	55.21	977
ENSMUSG00000078130	60.97	1127
ENSMUSG00000069718	51.96	1017
ENSMUSG00000051502	56.83	995
ENSMUSG00000075566	55.01	917
ENSMUSG00000078276	62.75	152
ENSMUSG00000078269	58.97	77
ENSMUSG00000020671	40.23	3505
ENSMUSG00000078668	57.08	1199
ENSMUSG00000089724	54.73	982
ENSMUSG00000037364	51.37	3004
ENSMUSG00000036086	41.95	9457
ENSMUSG00000013584	42.11	2250
ENSMUSG00000023348	54.89	1751
ENSMUSG00000056211	37.32	4785
ENSMUSG00000026353	40.7	4080
ENSMUSG00000037344	50.43	6126
ENSMUSG00000032199	45.82	5047
ENSMUSG00000026354	48.32	6774
ENSMUSG00000026355	42.72	2884
ENSMUSG00000092137	44.83	2346
ENSMUSG00000026356	38.98	2903
ENSMUSG00000045382	48.64	2703
ENSMUSG00000042581	39.02	19044
ENSMUSG00000029710	50.44	19969
ENSMUSG00000026401	39.16	2040
ENSMUSG00000026399	39.63	8368
ENSMUSG00000041361	44.97	9833
ENSMUSG00000042554	41.09	4036
ENSMUSG00000026405	40.06	4584
ENSMUSG00000026409	43.08	17744
ENSMUSG00000032232	46.89	13327
ENSMUSG00000046404	40.9	3823
ENSMUSG00000042510	48.23	2904
ENSMUSG00000026415	46.44	3608
ENSMUSG00000026417	44.99	5354
ENSMUSG00000042474	45.79	3061
ENSMUSG00000026420	47.93	1153
ENSMUSG00000026416	46.16	819
ENSMUSG00000016524	46.2	1890
ENSMUSG00000016529	46.1	1305
ENSMUSG00000016528	48.47	2557
ENSMUSG00000016526	46.44	2069
ENSMUSG00000079173	49.36	35455
ENSMUSG00000026427	47.81	18780
ENSMUSG00000026430	49.55	9892
ENSMUSG00000042349	51	14907
ENSMUSG00000026425	40.92	8017
ENSMUSG00000055184	40.77	2187
ENSMUSG00000026432	46.69	4021
ENSMUSG00000004552	46.75	5532
ENSMUSG00000052688	47.27	5827
ENSMUSG00000032228	37.84	51624
ENSMUSG00000042268	50.46	5897
ENSMUSG00000042251	46.3	6399
ENSMUSG00000029711	52.51	2260
ENSMUSG00000029715	56.89	1866
ENSMUSG00000013275	51.39	5605
ENSMUSG00000029714	58.45	5413
ENSMUSG00000026433	46.35	3073
ENSMUSG00000026434	40.71	6089
ENSMUSG00000026435	52.78	5887
ENSMUSG00000026436	45.02	9667
ENSMUSG00000029713	60.09	17196
ENSMUSG00000059149	48.51	23733
ENSMUSG00000026437	53.96	4715
ENSMUSG00000079330	47.84	978
ENSMUSG00000066936	52.22	719
ENSMUSG00000042115	52.66	4264
ENSMUSG00000009772	50.05	7458
ENSMUSG00000038535	35.67	49789
ENSMUSG00000042066	50.41	14922
ENSMUSG00000042046	43.97	6372
ENSMUSG00000029712	48.1	5545
ENSMUSG00000026439	41.5	3618
ENSMUSG00000048174	48.84	1738
ENSMUSG00000029716	50.35	2906
ENSMUSG00000053024	52.55	9512
ENSMUSG00000037221	53.62	4276
ENSMUSG00000029718	55.15	11148
ENSMUSG00000026442	49.04	19720
ENSMUSG00000026443	50.64	4082
ENSMUSG00000032221	43.45	4026
ENSMUSG00000054387	40.95	5390
ENSMUSG00000026447	50.07	14199
ENSMUSG00000046062	47.19	9278
ENSMUSG00000097341	68.33	602
ENSMUSG00000090626	42.12	24624
ENSMUSG00000041757	51.27	7572
ENSMUSG00000041717	50.12	2263
ENSMUSG00000089984	49.82	6089
ENSMUSG00000091251	50.35	2471
ENSMUSG00000098306	50.35	2342
ENSMUSG00000070645	52.02	1796
ENSMUSG00000070644	52.71	8042
ENSMUSG00000093445	54.77	10725
ENSMUSG00000070643	52.23	10053
ENSMUSG00000090553	43.81	2836
ENSMUSG00000026464	41.85	4378
ENSMUSG00000037674	36.97	29203
ENSMUSG00000094410	41.85	10139
ENSMUSG00000051998	45.55	2365
ENSMUSG00000091176	39.92	242
ENSMUSG00000029720	55.21	4442
ENSMUSG00000079165	58.44	3912
ENSMUSG00000047182	57.58	2335
ENSMUSG00000029722	48.78	10408
ENSMUSG00000032216	42.7	20064
ENSMUSG00000026463	47.82	29953
ENSMUSG00000010311	50.09	7233
ENSMUSG00000045348	55.12	10536
ENSMUSG00000041577	50.52	4432
ENSMUSG00000041559	51.31	3647
ENSMUSG00000020423	50.29	2741
ENSMUSG00000029723	51.27	14024
ENSMUSG00000026450	46.82	3808
ENSMUSG00000036030	43.88	9643
ENSMUSG00000064246	50.34	8761
ENSMUSG00000029725	65.13	1853
