Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_7	con_2h_3	con_6h_1	con_6h_4	con_12h_3	con_18h_1	con_18h_4	con_24h_3	IKA_0h_5	IKA_0h_7	IKA_2h_3	IKA_6h_1	IKA_6h_4	IKA_12h_3	IKA_18h_1	IKA_18h_4	IKA_24h_3	con_0h_6	con_2h_1	con_2h_4	con_6h_3	con_12h_1	con_12h_4	con_18h_3	con_24h_1	con_24h_4	IKA_0h_6	IKA_2h_1	IKA_2h_4	IKA_6h_3	IKA_12h_1	IKA_12h_4	IKA_18h_3	IKA_24h_1	IKA_24h_4
P63280	P63280	7	7	7	SUMO-conjugating enzyme UBC9	Ube2i	4336525.974	11110886.08	19383680.56	50760478.13	18533606.56	32685714.29	2222910.924	22478958.73	29314200.3	5710810.811	4939603.96	59127149.32	56766146.51	20835512.37	33724497.99	29103805.39	30667800.83	18845972.07	10335016.84	476858.9744	12626132.4	33914810.69	3634508.197	22957566.3	22030766.17	15710682.73	10817120.62	31375856.16	2196943.231	44064600.45	34668304.67	31143750	52828301.89	24592624.5	9067195.243	11586538.46
P62307	P62307	4	4	4	Small nuclear ribonucleoprotein F	Snrpf	22548160.17	18525569.62	10592534.72	28601678.54	19436885.25	173250000	36932840.34	20022336.51	9587802.691	0	13134653.47	22862443.44	16687559.6	19227120.14	12225167.34	85892406.6	73211161.83	6460236.305	8984287.318	7999358.974	9596080.139	13562138.08	73822365.34	132048049.9	43046965.17	6938795.181	7737898.833	14288527.4	7822052.402	21673263.63	19217637.77	16238750	27343396.23	68728048.45	4094430.129	3108346.154
Q08288	Q08288	14	14	14	Cell growth-regulating nucleolar protein	Lyar	74188311.69	46026329.11	2745312.5	6224109.868	0	137478846.2	44386084.03	114387047.6	4976502.242	19970097.76	13247241.87	7204751.131	7189445.167	740190.8127	11165809.91	66227836.66	76976348.55	3348055.854	56088664.42	5568910.256	4158972.125	6985996.659	40898360.66	107024337	78106666.67	3908755.02	2175771.725	36212328.77	4684061.135	3261463.779	2366962.092	10053059.21	32790566.04	60563553.16	2238731.417	2548769.231
P56399	P56399	19	19	19	Ubiquitin carboxyl-terminal hydrolase 5	Usp5	21832251.08	16816708.86	13607291.67	73630061.04	73341803.28	15079519.23	18135576.47	29379669.84	23127055.31	21745255.89	5254455.446	47476018.1	29504616.38	40251855.12	20877911.65	21719513.47	38134398.34	13210741.14	15440516.27	2315064.103	11787282.23	36545267.26	15054800.94	38017784.71	27957731.34	25975903.61	12245914.4	20012842.47	2156441.048	34316280.81	26350596.7	13977779.61	17154716.98	20734024.23	4861367.691	5938846.154
P27048;P63163	P27048;P63163	6;6	6;6	6;6	Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N	Snrpb;Snrpn	19963744.59	9353924.051	16151909.72	60515157.68	26391803.28	7277980.769	6446285.714	19183822.22	13011659.19	3518401.38	61763790.66	53758371.04	58774165.58	18659452.3	43428647.93	21755794.96	16639502.07	16200214.82	11145903.48	2660064.103	7490592.334	38786692.65	3869836.066	17203588.14	0	19914859.44	18474708.17	11901541.1	2334825.328	37628267.36	42156897.16	16929144.74	31405660.38	15546810.23	11724083.25	12805769.23
Q8CGP6;Q8BFU2;P22752	Q8CGP6;Q8BFU2;P22752	12;12;12	1;1;1	0;0;0	Histone H2A type 1-H;Histone H2A type 3;Histone H2A type 1	Hist1h2ah;Hist3h2a;Hist1h2ab	0	0	0	0	0	3907719.78	0	0	0	0	404002.8289	0	0	0	0	442362119.9	276402489.6	0	0	0	0	0	0	7212636.505	0	0	0	0	0	0	0	0	0	265418304.2	0	0
Q8R480	Q8R480	4	4	4	Nuclear pore complex protein Nup85	Nup85	19899350.65	20175189.87	0	1173138.352	0	11999519.23	34874084.03	50137777.78	84253512.71	28195514.66	57050919.38	593680.9955	883602.0806	46461660.78	26293975.9	305611120.8	76717634.85	8819763.695	11526936.03	36625000	17939895.47	738543.9866	41162412.18	7760920.437	47112736.32	7881285.141	29197405.97	12350171.23	5706986.9	0	22956862.06	679738.4868	13974339.62	55349798.12	5701645.193	15256153.85
O55131;Q8CHH9;Q9DA97;Q8C650	O55131	16;1;1;1	16;1;1;1	15;0;0;0	Septin-7	41889	29310064.94	8747341.772	12970138.89	73796948.12	57306557.38	31640109.89	33415798.32	31778844.44	5989835.575	14785508.91	3479632.249	38761085.97	34445080.19	29813074.2	34394511.38	10097341.44	18348215.77	10142212.67	27135802.47	3711538.462	8785452.962	37492761.69	18602107.73	25754758.19	28919203.98	8032610.442	6351232.166	31053938.36	6314192.14	51593166.54	28035380.84	38400493.42	40035849.06	8661749.664	6834806.739	7218461.538
Q99MD9	Q99MD9	14	14	14	Nuclear autoantigenic sperm protein	Nasp	32783008.66	26213670.89	12995138.89	37453611.39	51022950.82	81817032.97	27284369.75	19471428.57	15891180.87	29596319.72	5628712.871	11779411.76	26859926.31	34920583.04	15215930.39	6003982.624	22893153.53	8106208.378	28321548.82	4687820.513	9164634.146	31192538.98	83652810.3	72812792.51	36894925.37	7555983.936	8734007.782	22170376.71	2006222.707	39891710.23	26179045.28	11534078.95	38245283.02	15168990.58	4248721.506	4528076.923
P61620;Q9JLR1	P61620	5;2	5;2	5;2	Protein transport protein Sec61 subunit alpha isoform 1	Sec61a1	68809523.81	73210126.58	1112100.694	3538870.804	0	115228022	94328470.59	92409650.79	1746726.457	45077630.82	1078019.802	2863438.914	0	347058.3039	419354.7523	9565313.64	72643195.02	662582.1697	93052749.72	22878205.13	5790940.767	0	46339110.07	99681279.25	82645671.64	1337783.133	1272425.422	76323630.14	15600436.68	0	971547.9115	0	14593396.23	22844037.69	185403.3697	602653.8462
Q8VEE4	Q8VEE4	12	12	12	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	Rpa1	10774891.77	7620253.165	16414236.11	59391912.51	53250819.67	36508516.48	20211294.12	51360380.95	20514200.3	5117021.277	48189533.24	47737330.32	45863892.5	31205212.01	12309250.33	39019739.36	36236763.49	10738560.69	11986531.99	1208301.282	5435540.07	47436247.22	9878875.878	24910452.42	28498487.56	16959036.14	13200518.81	18047089.04	7589847.162	27371919.34	33006493.51	21553125	2926981.132	36868640.65	8405153.617	10020384.62
A2A6A1	A2A6A1	3	3	3	G patch domain-containing protein 8	Gpatch8	11942099.57	0	0	0	0	306050824.2	33760873.95	62691555.56	0	47541.69063	46811881.19	0	0	0	0	193360208.5	173831535.3	0	0	0	0	0	38320960.19	159911856.5	0	0	0	14328767.12	0	0	0	0	0	207199730.8	0	0
P09602	P09602	7	7	7	Non-histone chromosomal protein HMG-17	Hmgn2	0	0	77940972.22	15058748.73	217803278.7	0	0	1525933.968	17487593.42	0	0	90705882.35	49467273.52	197797.7032	105127309.2	0	0	24395273.9	0	1421314.103	24030313.59	375097.9955	0	0	0	40279518.07	40330998.7	0	92930.131	85323002.24	20540224.64	813222.0395	29486792.45	0	1620773.043	37997307.69
Q8BP47	Q8BP47	12	12	12	Asparagine--tRNA ligase, cytoplasmic	Nars	43794372.29	21691139.24	10825868.06	34875941	40169672.13	36993543.96	22763294.12	19414349.21	17570104.63	27921794.13	3753606.789	46589592.76	28673407.02	38997879.86	19648326.64	5004125.109	19133983.4	9126530.612	34127384.96	7826923.077	3597909.408	37720406.46	31375761.12	36692979.72	24254965.17	11719518.07	8010064.851	41558219.18	8066375.546	41254480.96	31798174.8	20820394.74	29162264.15	6038557.201	7916749.257	5245000
P60766	P60766	9	8	8	Cell division control protein 42 homolog	Cdc42	42591450.22	29693164.56	31579861.11	30348372.33	22881147.54	140922390.1	44179428.57	92254984.13	28584753.36	24691201.84	6957708.628	30427601.81	12748526.22	45903003.53	7065327.979	10007443.96	46326597.51	12887647.69	26776655.44	14512500	19395993.03	19143457.68	12868840.75	83689235.57	45170746.27	22089959.84	18132295.72	36273116.44	18222707.42	27551717.7	17263741.66	17697697.37	6455094.34	28512893.67	8277502.478	8396153.846
Q8BU30	Q8BU30	25	25	25	Isoleucine--tRNA ligase, cytoplasmic	Iars	22570346.32	7635949.367	17899305.56	74597660.22	52110655.74	8771895.604	15498379.83	24495517.46	27357847.53	20734905.12	935615.2758	42848416.29	44784351.97	44437279.15	30891298.53	10739322.33	16057095.44	7453834.586	12335578	87894.23077	10877090.59	47786469.93	4349121.78	7751310.452	15980875.62	18147791.16	15741634.24	18523972.6	4668122.271	35581590.74	42240435.24	13399013.16	53488679.25	27089825.03	6870247.77	7233076.923
Q91WQ3	Q91WQ3	17	17	17	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	Yars	49209956.71	29876962.03	4411284.722	31993896.24	7367704.918	174881868.1	89596840.34	68495238.1	1205142.003	41765957.45	9396463.932	21610859.73	11762938.88	15777561.84	6025555.556	7459979.149	79510539.42	3140365.199	34282828.28	13732051.28	5278222.997	13198663.7	60041451.99	140770826.8	90918606.97	2842409.639	3334993.515	46306506.85	8383296.943	8077483.196	13460968.76	6576118.421	13410943.4	33696204.58	1078612.488	1353692.308
Q9EP69	Q9EP69	14	14	14	Phosphatidylinositide phosphatase SAC1	Sacm1l	31262987.01	27792405.06	15524131.94	51139216.68	24290163.93	55803846.15	31220571.43	17800660.32	14140508.22	20396779.76	3796181.047	37522398.19	13862700.48	25148586.57	32729049.53	47724274.54	18094315.35	9080128.894	38485970.82	8795833.333	13971951.22	36965061.25	26362646.37	39021684.87	45952736.32	15440481.93	9926018.158	36869006.85	8852401.747	40888162.81	21618760.97	38615789.47	45430188.68	33674347.24	8421010.902	10120384.62
Q7TNC4	Q7TNC4	10	10	7	Putative RNA-binding protein Luc7-like 2	Luc7l2	58154761.9	34926075.95	9496701.389	43287741.61	19740163.93	83924862.64	43038924.37	56567492.06	10289147.98	32894767.11	9045968.883	27487330.32	11503554.4	18114310.95	21248995.98	46297202.43	47224273.86	8600644.468	30502805.84	11556089.74	9116027.875	22115618.04	35681733.02	84581591.26	38441592.04	9946987.952	9720778.21	41414383.56	11769650.66	22671956.68	14789820.99	17461233.55	32616981.13	37196500.67	8018235.877	8093846.154
O09061	O09061	10	10	10	Proteasome subunit beta type-1	Psmb1	18668290.04	11271898.73	17822916.67	90153611.39	103213114.8	0	26104873.95	1037518.73	17683707.03	11887866.59	818712.8713	43178280.54	52422193.32	40314929.33	33481526.1	0	629913.6929	6010655.209	5910213.244	238121.7949	7529529.617	40715757.24	0	0	37298905.47	9452530.12	5659455.253	25772260.27	1054672.489	78988050.78	33459985.96	15461513.16	56001886.79	0	7151476.71	4870000
P62334	P62334	17	17	17	26S protease regulatory subunit 10B	Psmc6	18848484.85	11977721.52	29638888.89	70712563.58	95819672.13	15662912.09	10315616.81	8693371.429	16623019.43	17139160.44	0	53735972.85	33037993.06	46125265.02	40957697.46	990353.7793	1112504.979	14577873.25	11992143.66	2562339.744	14814721.25	51411748.33	6977142.857	9890733.229	16850298.51	12939759.04	12580025.94	10740582.19	5192248.908	55949215.83	43923130.92	22524671.05	40883018.87	358218.3042	7961942.517	8782692.308
Q64674	Q64674	12	12	12	Spermidine synthase	Srm	9783008.658	3432202.532	23093750	71795167.85	63268852.46	10050192.31	0	8794641.27	31508520.18	7897067.28	51917963.22	60439140.27	47816644.99	38376148.41	30858902.28	11241216.33	30133526.97	6545134.264	4644051.627	981762.8205	10593554.01	45006932.07	1493629.977	3927909.516	7652248.756	16114056.22	16265629.05	6832191.781	2803384.279	46902165.8	52819936.82	20491118.42	32630188.68	22278088.83	7501367.691	5283846.154
Q9Z1D1	Q9Z1D1	11	11	11	Eukaryotic translation initiation factor 3 subunit G	Eif3g	43891774.89	32934177.22	3465972.222	18809816.89	3401229.508	32132692.31	50531159.66	72026793.65	8886337.818	43699252.44	36864214.99	20277828.05	33362592.11	36435865.72	10863199.46	86329800.17	44988506.22	3953168.636	40525252.53	7018269.231	10258013.94	18266954.34	52435480.09	44588611.54	52298109.45	4231004.016	8357561.608	61869006.85	8861135.371	1067083.645	20297964.2	5833437.5	29488679.25	47997146.7	1804955.401	2380038.462
P70460	P70460	11	11	11	Vasodilator-stimulated phosphoprotein	Vasp	31449675.32	25746329.11	22171875	33165564.6	62034426.23	73190796.7	38535394.96	78172952.38	16185351.27	25753881.54	9523479.491	22697511.31	27688188.12	26612809.19	21393306.56	41540295.4	58304439.83	6539892.589	29377104.38	2779647.436	11902003.48	20088112.47	55425058.55	57248049.92	61849353.23	8240642.57	11747859.92	15634417.81	4653930.131	28462471.99	22679694.63	9480082.237	37830188.68	41952812.92	3695143.707	3236423.077
P54775	P54775	18	18	18	26S protease regulatory subunit 6B	Psmc4	17038961.04	17795443.04	16759895.83	86573753.81	117024590.2	15599450.55	14071677.31	15925879.37	20055007.47	12806785.51	0	56518778.28	47975075.86	51358922.26	26759303.88	0	0	6025177.229	8698653.199	8585897.436	11628919.86	32981987.75	12471604.22	17490171.61	21699791.04	15034056.22	9326588.846	35011986.3	1902620.087	45337752.05	38478237.98	14319177.63	34739622.64	0	4558414.272	7488076.923
Q9CRB9	Q9CRB9	7	7	7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	Chchd3	46616341.99	51746835.44	20847222.22	20751932.86	22909016.39	65548214.29	59025478.99	52730285.71	12094469.36	45723979.3	8886987.27	19879411.76	9665387.95	14046625.44	11320722.89	30488549.09	17053443.98	9477121.375	67328844	11737179.49	8204790.941	21357906.46	55522950.82	39277379.1	87839701.49	13029718.88	10985214.01	53549657.53	8836681.223	32324495.89	10873674.97	27442105.26	27771698.11	17954239.57	7587948.464	5449230.769
Q9Z1X4	Q9Z1X4	18	18	16	Interleukin enhancer-binding factor 3	Ilf3	45295995.67	43261772.15	16770659.72	32492828.08	30730327.87	35879945.05	24985815.13	22347492.06	25973094.17	43437607.82	951428.5714	37736199.1	26466428.26	29581802.12	23531459.17	3824271.069	8017356.846	13528678.84	67166105.5	0	9249564.46	26183880.85	10387142.86	30468798.75	66725970.15	21816867.47	19785214.01	40703767.12	6133406.114	37195855.12	23868023.87	14752121.71	25311320.75	1289973.082	8206937.562	10983461.54
Q8K4Z5	Q8K4Z5	17	17	17	Splicing factor 3A subunit 1	Sf3a1	35505952.38	19917468.35	7281076.389	49561139.37	29651639.34	77970054.95	45353075.63	61406349.21	17677727.95	20895917.19	35224893.92	45186651.58	32783766.8	16972968.2	21892503.35	20103979.15	9500087.137	11119226.64	18658249.16	12503525.64	10074303.14	30160328.51	19217798.59	45160062.4	62634228.86	14593092.37	15797665.37	71297945.21	14468340.61	29022031.37	28759178.66	25660032.89	25367924.53	11054347.24	8008721.506	8849615.385
P01942	P01942	3	1	1	Hemoglobin subunit alpha	Hba	820725.1082	65630379.75	0	0	0	13219642.86	0	29365676.19	112790433.5	0	0	0	182037061.1	0	0	0	30176846.47	0	54337822.67	0	0	0	0	0	8375661.692	0	139880674.4	0	38890829.69	0	0	0	0	0	0	205203846.2
O70194	O70194	12	12	12	Eukaryotic translation initiation factor 3 subunit D	Eif3d	0	8434430.38	26315972.22	80119633.77	120204918	0	0	0	15686696.56	15748706.15	0	67054751.13	56578240.14	52455212.01	26818206.16	0	0	10920730.4	10905162.74	0	14014285.71	47024025.61	6039180.328	0	3703054.726	7634698.795	8355486.381	16689212.33	1948799.127	56034354	46584415.58	16502894.74	38879245.28	0	5648523.29	4621153.846
P09242	P09242	13	13	13	Alkaline phosphatase, tissue-nonspecific isozyme	Alpl	42281385.28	52207594.94	16884548.61	10620244.15	42059016.39	172947802.2	24632941.18	104521523.8	15647234.68	24480736.06	17196605.37	16425339.37	16627871.69	12587959.36	12126506.02	10066502.17	42532531.12	3313598.281	54134680.13	13264743.59	12565243.9	12870211.58	38789812.65	76888455.54	85427363.18	11033253.01	10384435.8	31190924.66	8946506.55	14634802.09	22959845.56	11532812.5	49866037.74	28423122.48	2899980.178	2769961.538
P62196	P62196	19	18	18	26S protease regulatory subunit 8	Psmc5	14489177.49	35544810.13	10652604.17	75841098.68	44290983.61	42872802.2	35765042.02	56460698.41	19771599.4	18702127.66	11846251.77	34199321.27	24200866.93	33809275.62	16813654.62	57693622.94	59742406.64	5954629.431	27699775.53	8605769.231	6761236.934	36719905.35	34366627.63	48020748.83	29851243.78	8431967.871	7047159.533	38209760.27	7211790.393	18581404.03	26231554.93	6026118.421	1529226.415	54553566.62	4200673.935	2726230.769
P46061	P46061	13	13	13	Ran GTPase-activating protein 1	Rangap1	65611471.86	62192405.06	4754166.667	5262477.111	53677049.18	96834752.75	26061983.19	70469079.37	2283168.909	52151236.34	18469589.82	12105882.35	18798742.96	12110697.88	5527389.558	1589935.708	38123568.46	3384060.15	64399551.07	9607692.308	6277526.132	9472577.951	46753864.17	49546333.85	65118706.47	3873734.94	5989312.581	67229452.05	12644104.8	7220500.373	17410231.66	17548980.26	37250943.4	17842611.04	1895579.782	2834076.923
Q8R050;Q149F3	Q8R050;Q149F3	16;9	16;9	16;9	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	Gspt1;Gspt2	35376082.25	20484050.63	9399131.944	68929552.39	52273770.49	38075412.09	32314285.71	13966400	8418056.801	17182288.67	17397454.03	39059049.77	38937147.81	16974469.96	44805488.62	41638053.87	0	4944790.548	36604938.27	3509615.385	7259581.882	45504342.98	20299765.81	27577223.09	24022965.17	5085140.562	7043735.409	52440924.66	15753275.11	35748506.35	31422253.42	3410361.842	26592452.83	9803795.424	2901645.193	4063461.538
Q8CG48	Q8CG48	23	23	23	Structural maintenance of chromosomes protein 2	Smc2	56709956.71	45038481.01	15284201.39	35592777.21	37084426.23	49116208.79	16641223.53	69824634.92	5535186.846	35171362.85	0	28447058.82	18845166.88	19943462.9	34337081.66	0	51103775.93	11481847.48	58838383.84	3720192.308	9645731.707	26464532.29	4928747.073	41317784.71	85649552.24	4901044.177	4732036.316	74573630.14	8950655.022	25867998.51	21123499.47	21431907.89	27949056.6	19887833.11	7064261.645	8868846.154
Q9JM76	Q9JM76	6	6	6	Actin-related protein 2/3 complex subunit 3	Arpc3	45590367.97	20036455.7	27229166.67	47297355.04	58983606.56	28921840.66	45908705.88	26410069.84	29975485.8	23565267.4	0	38342307.69	28425444.3	46647879.86	30079919.68	0	22994232.37	10222986.04	48364197.53	2466282.051	15354616.72	33584938.75	38641686.18	16341263.65	66425870.65	14104257.03	17819974.06	51897260.27	1403602.62	45359596.71	23774341.87	10284638.16	17179622.64	6278519.515	7449117.939	5755769.231
P47753	P47753	8	6	6	F-actin-capping protein subunit alpha-1	Capza1	28100649.35	34011139.24	18251736.11	30742675.48	93877049.18	39459478.02	50650084.03	24534920.63	26770702.54	28420931.57	20984441.3	27676018.1	24872171.65	25949028.27	11148728.25	28528340.57	22678962.66	9749516.649	36182940.52	4005769.231	11997909.41	19332293.99	31413114.75	41878939.16	102221393	19601606.43	13993255.51	38723458.9	11907205.24	45010642.27	18289469.99	20169078.95	18162452.83	33709475.1	5872190.287	9720769.231
P24270	P24270	17	17	17	Catalase	Cat	60957792.21	52870886.08	16451736.11	24470142.42	29651639.34	40988598.9	46784067.23	39646222.22	17901345.29	30781483.61	5240028.289	38550000	23404291.29	19874381.63	9138688.086	5881331.017	17058257.26	12537916.22	66094276.09	17655769.23	12155487.8	22902199.33	60364754.1	44012012.48	45254427.86	18542971.89	13223346.3	33699486.3	12187772.93	30159634.06	21165268.52	18338157.89	22109433.96	10693701.21	9422398.414	8836153.846
Q9Z2N8;Q99MR0	Q9Z2N8	11;2	11;2	11;2	Actin-like protein 6A	Actl6a	20385281.39	36297215.19	18050347.22	35749287.89	33016393.44	50389972.53	22632672.27	64724317.46	26793423.02	31958596.89	2324328.147	44621266.97	29416926.74	37342932.86	24387014.73	9439638.575	43743070.54	15419119.23	47547699.21	4413141.026	10169947.74	32858936.53	15160421.55	75975507.02	34851940.3	20329317.27	15291309.99	49079623.29	12783842.79	26076923.08	31189540.19	15755148.03	23367924.53	11827160.16	10043211.1	9774230.769
O88342	O88342	16	16	16	WD repeat-containing protein 1	Wdr1	27603354.98	5072405.063	27984375	70392624.62	72431967.21	25147390.11	25358184.87	33758577.78	26085500.75	18582518.69	415233.3805	51430995.48	51416341.57	33576501.77	16120080.32	15362189.4	0	14604511.28	9289562.29	1290608.974	16056794.43	46908546.77	17681147.54	22439313.57	18381094.53	10874538.15	19680415.05	11295376.71	632707.4236	31485436.89	59025623.03	17433190.79	42918867.92	0	13473141.72	13805384.62
Q8VH51	Q8VH51	10	10	10	RNA-binding protein 39	Rbm39	36406385.28	36978734.18	21282986.11	39959511.7	25870491.8	40713598.9	52049882.35	60489396.83	22287593.42	29345600.92	56018387.55	33697737.56	27609341.14	28369876.33	37311646.59	9943548.219	27339419.09	11337486.57	38695286.2	4917628.205	12834668.99	28895267.26	7985046.838	46478003.12	87854129.35	21622489.96	15666926.07	39307363.01	26780567.69	26684652.73	27824447.17	33888322.37	39788679.25	7027991.925	9256689.792	10538846.15
P17095	P17095	7	7	7	High mobility group protein HMG-I/HMG-Y	Hmga1	44206709.96	39126075.95	14328125	18543489.32	35059016.39	75927197.8	52196100.84	72453968.25	9007234.679	26687751.58	20769448.37	8607692.308	10327113.13	17789929.33	20247657.3	128113987.8	54660788.38	16251772.29	50656004.49	17068269.23	16235278.75	4378872.494	45523770.49	62154290.17	52321194.03	12196465.86	8699559.014	34825342.47	15112445.41	26623599.7	11189031.24	20395230.26	21849056.6	61062368.78	11435480.67	10751923.08
P11031	P11031	10	10	10	Activated RNA polymerase II transcriptional coactivator p15	Sub1	41825216.45	41040000	3862847.222	14314242.12	9715573.77	168460164.8	44947563.03	54475809.52	0	39378953.42	16366336.63	19288914.03	11122951.89	6688418.728	18652878.18	13137932.23	31186431.54	3663845.328	60409652.08	20462820.51	4412979.094	15186887.53	133249414.5	144758970.4	39105273.63	1763052.209	2335771.725	72971746.58	10857641.92	4507673.637	14628711.83	37448848.68	55130188.68	26256123.82	2714846.383	2615153.846
Q8K019	Q8K019	13	12	12	Bcl-2-associated transcription factor 1	Bclaf1	34571969.7	33567088.61	14597048.61	32572380.47	26588524.59	37475549.45	34488067.23	28271225.4	12619431.99	44394479.59	9257425.743	31785746.61	30977286.52	14566086.57	35014457.83	27961946.13	55794315.35	10345005.37	44308080.81	5594230.769	9586411.15	23995462.14	23376932.08	52714196.57	49328855.72	8716465.863	9327730.22	32189212.33	15456331.88	24700709.48	29900666.9	26238980.26	53288679.25	54031332.44	7254866.204	6456538.462
Q9R190	Q9R190	15	15	15	Metastasis-associated protein MTA2	Mta2	43111471.86	53356962.03	6052083.333	41406154.63	39302459.02	100719505.5	34336000	39539428.57	1238026.906	37220816.56	5703960.396	13996153.85	17581404.42	9528560.071	22173761.71	46251850.56	76295269.71	8710633.727	55347923.68	4898717.949	5749128.92	21797104.68	26455386.42	62094227.77	50838009.95	6004658.635	3722957.198	44456335.62	9425764.192	18023525.02	21425728.33	8865674.342	25150943.4	47855854.64	3998572.844	7100769.231
Q9D855	Q9D855	8	8	8	Cytochrome b-c1 complex subunit 7	Uqcrb	17873917.75	15660759.49	24696180.56	52975839.27	41449180.33	88812912.09	37562554.62	9274476.19	18539910.31	7037377.803	3472984.441	55609276.02	30677004.77	30610512.37	33058902.28	47459218.07	59069751.04	11430290.01	12228395.06	3721794.872	11728484.32	45306514.48	33170023.42	60316380.66	27014149.25	22432128.51	15305836.58	22393835.62	7351200.873	33793129.2	33794138.29	27266611.84	34218867.92	45008156.12	11244400.4	9746538.462
Q9JMA1;Q0VFX2	Q9JMA1	13;1	13;1	13;1	Ubiquitin carboxyl-terminal hydrolase 14	Usp14	15687770.56	56941772.15	10673958.33	57142828.08	47278688.52	135816758.2	8090561.345	61443174.6	11316711.51	4407705.578	9994908.062	29947737.56	35466038.14	24375176.68	41721954.48	19669609.04	71048796.68	8456885.07	11125701.46	655641.0256	8036759.582	38281236.08	23700234.19	47672386.9	61133731.34	8728353.414	7793722.438	25111301.37	5136462.882	31692120.99	35646893.65	5989753.289	21588679.25	46946433.38	4001347.869	5529230.769
Q9DAW9;Q08093	Q9DAW9	12;1	12;1	12;1	Calponin-3	Cnn3	62224025.97	38349873.42	17663194.44	30929450.66	61380327.87	95062362.64	36593613.45	60592507.94	6494828.102	56443358.25	991103.2532	23161764.71	19919180.75	25629151.94	29309772.42	2214682.884	10962000	2642663.802	59949494.95	4046153.846	14898344.95	13410217.15	39010070.26	39685803.43	69608656.72	10532048.19	5016031.128	89888698.63	4964737.991	20080283.79	26495594.95	3671250	33188679.25	12229959.62	1408364.718	2401038.462
P07742	P07742	26	26	26	Ribonucleoside-diphosphate reductase large subunit	Rrm1	32577380.95	19194430.38	20319444.44	61930671.41	42436885.25	18515659.34	15092477.31	27834107.94	15944992.53	23510063.25	4011173.975	83199095.02	51029475.51	40766961.13	32627443.11	15313814.07	10459253.11	11204296.46	22877104.38	2422788.462	9223432.056	47026391.98	20789227.17	4445475.819	41933134.33	12255582.33	3860959.792	41728595.89	7085698.69	42910754.29	35181467.18	25768585.53	52611320.75	5682829.071	7860535.183	9033846.154
Q60973	Q60973	13	6	6	Histone-binding protein RBBP7	Rbbp7	62602813.85	21530632.91	16613888.89	30703763.99	95713114.75	53201923.08	26613714.29	9073041.27	13176681.61	22553191.49	0	27293891.4	39563502.38	74830035.34	34487282.46	1644458.732	9694423.237	7322448.98	33381032.55	2790897.436	7800000	35635634.74	39257377.05	23269890.8	52433731.34	14423614.46	10471595.33	34931506.85	2023034.934	36721433.91	39328536.33	15872384.87	46864150.94	3250341.857	5964638.256	7405384.615
Q62425	Q62425	6	6	6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	Ndufa4	10800324.68	23057721.52	28743055.56	61304628.69	25869672.13	3751785.714	35971697.48	21659225.4	26031689.09	17867740.08	5320226.308	44164479.64	41508886	23368992.93	54013386.88	51604378.8	67083858.92	21956605.8	10056677.89	18340384.62	38615853.66	37134966.59	14129976.58	529355.6942	45796915.42	33344578.31	23681452.66	8980308.219	40949781.66	34889283.05	34886100.39	26774506.58	28356603.77	51602826.38	22128047.57	22995769.23
Q3THK7	Q3THK7	23	23	23	GMP synthase [glutamine-hydrolyzing]	Gmps	40088744.59	21385822.78	27192708.33	58548830.11	62240983.61	69032554.95	37459226.89	19252317.46	23601793.72	29251293.85	1228925.035	54572171.95	28576137.84	40986219.08	21748192.77	0	11114580.91	5754930.183	34196969.7	3174615.385	9232055.749	47121993.32	33677517.56	49438221.53	56782288.56	17529317.27	11459403.37	47407534.25	4619541.485	33454256.91	29687644.79	23943092.11	47211320.75	10322907.13	9080673.935	4618076.923
Q91VR5	Q91VR5	25	25	25	ATP-dependent RNA helicase DDX1	Ddx1	50442099.57	51397468.35	10353993.06	45563631.74	56476229.51	34041071.43	32312336.13	59716063.49	14688191.33	40577343.3	3452333.805	41179411.76	24405353.27	29188339.22	12457389.56	0	10095248.96	9193555.317	61341189.67	0	7698083.624	30986664.81	19050351.29	31802184.09	54266069.65	6941526.104	7553411.154	61261986.3	4720414.847	34014936.52	37577220.08	27400493.42	24962264.15	2043426.649	5732884.044	5271153.846
Q99MR6	Q99MR6	19	19	19	Serrate RNA effector molecule homolog	Srrt	34199134.2	43433924.05	5129861.111	17377873.86	5713934.426	109253571.4	48938352.94	69253841.27	5922152.466	43659574.47	15592644.98	16557692.31	16691980.93	10789743.82	13225327.98	100384848	105753734.4	6600042.965	46110549.94	8121153.846	5162717.77	12819098	29312295.08	100429485.2	63245970.15	4764658.635	5103398.184	59193493.15	17865720.52	22977221.81	10756124.96	6427763.158	10997358.49	89154508.75	5321228.94	5363846.154
